"Timestamp","When did you start watching itswill?","How did you discover itswill?","How often do you watch itswill YouTube videos?","Are you subscribed to itswill on YouTube?","How often do you watch itswill?","How would you rate your overall experience watching itswill? ","Are you subscribed to itswill on Twitch?","Are you now or have you ever been banned in the itswill Livestream?","What do you primarily watch itswill for?","What's your favorite type of stream?","What types of itswill videos do you typically watch?","What is your favorite day-specific stream archetype?","What was your favorite itswill Special Edition Livestream?","What are your 3 favorite variety games/genres?","What is your favorite variety stream of all time?","What stream content would you most like to see come to life?","How do you typically discover the stream has started?","Do you have any Twitch extensions installed?","How much do you chat?","Has the itswill Livestream been a positive force in your life?","Are you a member of the itswill Discord server?","How many hours do you spend on Twitch per day? (average)","Other than itswill, how many streamers do you consistently watch?","How do you watch Twitch?","Which RuneScape games do you play?","Do you play Old School RuneScape?","What is your current age?","Are you right or left handed?","Do you identify as LGBTQ+?","What is your gender identity?","What is your sexuality?","What is your current relationship status?","What country are you from?","What country do you currently live in?","Do you have a driver's license?","Highest education level?","What is your current employment status?","What sports do you watch?","What sports do you play?","What types of games do you play?","What hobbies do you enjoy?","What's your favorite movie?","Have you read a book in the last 5 years?","Do you have a pet?","Type of subscription?","Was your subscription gifted?","How often do you interact with the itswill Discord?","What is your current total level in OSRS?","What game mode do you spend most of your time playing?","How many OSRS accounts do you have?","Have you ever gotten a fire cape?","Have you ever gotten an infernal cape?","What is your favorite skill in OSRS?","What is your least favorite skill in OSRS?","What OSRS content do you enjoy?","How do you feel about Sailing?","What state do you live in?","Do you work part or full time?","What's your field of work? ","Which kind of pets do you have?","Who would you like to see itswill collaborate with? (optional) ","What games would you like to see itswill play? (optional) ","What's your favorite emote? (optional) ","Who's your favorite chatter? (optional) ","When should the 15 minute buffer start?","Who's your favorite mod? (optional) ","Do you have any recommendations for overlay features? (optional)","Is hot chocolate a candy?","Is ""cock and balls"" redundant? Are the balls included in the definition of cock?","Have you ever worn pajama pants outside your house?","Have you ever cheated on a test?","Have you ever stolen something from the supermarket?","Do you think aliens exist?","Do you think ghosts exist?","Are you a furry?","How tall are you?","What's your number? Be honest."
"2025/04/20 7:46:59 PM EST","2021","Recommendation from a friend","Often","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Pet Hunting","Stream vods;Main channel videos","Scary Saturday","Christmas Cooking Stream 2023","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car)","moonmoon","Playing every Garfield game","Discord notification","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","Yes","3-4","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Left","No","Male","Straight","Single","United States","United States","Yes","Master's degree","Employed","American Football;F1 / Motorsports","","FPS;Indie;Roguelikes;RuneScape","Working out;Listening to music;Gaming","National Treasure","Yes","No","Tier 1","No","Infrequently","2201-2276","Group Ironman","1","Yes","No","Slayer","Agility","Skilling;Slayer;Bossing;Pet hunting;Collection log hunting","3","North Carolina","Full time","Insurance","","","","","snoopy","5:00:01 (5:15:01 should be late)","hello_snoopy","","Yes","No","No","No","No","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:47:00 PM EST","2020","Twitch recommendation","Never","Yes","Every stream","5","No","No","Variety","Variety","Stream vods","Variety Friday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Hitman","Shitman","Playing every Garfield game","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","No","10+","3-4","Desktop","RS3","No","24-29","Right","Yes","Male","Bisexual","In a relationship","United States","United States","Yes","High school","Employed","","","Roguelikes;RuneScape;RPGs","Gaming","The Rat Saga","No","Yes","","","","","","","","","","","","","Washington","Full time","Janitor","Cat","","","","ACrowOutside","5:01:00 (5:16:00 should be late)","CloudWizard","","No","No","Yes","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:47:14 PM EST","2025","YouTube recommendation","Often","Yes","3-5 days per week","4","Yes","No","Old School Runescape","Pet Hunting","Main channel videos","Royal Titan Tuesday","April Fools [HARDCORE]","Roguelike (Balatro, Nubby, Ballionaire);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing)","Nubby","Playing Dark Souls","Twitch notification","","Occasional chatter","Yes","No","5-6","1-2","Mobile/Tablet","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","Bachelor's degree","Employed","Is this a serious question?","What are sports?","Indie;RuneScape;Other MMOs;RPGs","Listening to music;Debating","Anything settled releases","Yes","Yes","Tier 1","Yes","","1751-2000","Main","2","Yes","No","Ranged","Runecraft","Slayer;Bossing;Raiding","1","Missouri","Full time","Software Development","Dog","Hanner","Dark souls","","","5:00:01 (5:15:01 should be late)","","","No","No","Yes","Yes","Yes","No","No","No","6'-6'3"" (183cm-190cm)","5"
"2025/04/20 7:47:15 PM EST","2020","YouTube recommendation","Every video","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Leagues","Stream vods;Main channel videos","Scary Saturday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Minecraft (Speedruns, collaborations)","Mario Golf (you know what you did)","Undeniable Proof of Aliens Slideshow","Discord notification","","Occasional chatter","Yes","Yes","1-2","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","Associates degree","Employed","American Football;Basketball;Baseball","Basketball;golf","FPS;Roguelikes;RuneScape;Other MMOs;RPGs;Sports Video Games","Working out;Hiking;Listening to music;Playing an instrument","Dark City","Yes","Yes","Tier 1","No","Infrequently","1751-2000","Ironman","2","Yes","No","Slayer","Firemaking","Slayer;Bossing;Raiding;Pet hunting","4","Alabama","Full time","Construction","Dog","Squeex","Alien: isolation, football manager, any 2k, and it takes two with hanner plz(:","itsWillBait","bigrobbiesbarbecue","5:00:01 (5:15:01 should be late)","hello_snoopy","no","No","No","No","Yes","Yes","Yes","Yes","No","6'-6'3"" (183cm-190cm)","3"
"2025/04/20 7:47:19 PM EST","2021","YouTube recommendation","Often","Yes","1-2 days per week","5","Yes","No","Old School Runescape","Pet Hunting","Main channel videos","Skree Sunday","Christmas Late Night Special 2024","Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Classics (Fallout, Dead Rising, Elder Scrolls);Pokemon (Romhacks, nuzlockes)","","Playing Dark Souls","I show up at 5pm PST","BetterTTV","Lurker","Yes","No","<1","3-4","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","Yes","Other","Straight","In a relationship","United States","United States","Yes","Master's degree","Employed","American Football;Hockey","","FPS;Indie;Roguelikes;RuneScape;Other MMOs;RPGs","Working out;Hiking;Listening to music;Watching television;Watching movies;Gaming","Whiplash","Yes","Yes","Tier 1","No","","2201-2276","Group Ironman","3","Yes","No","Slayer","Agility","Skilling;Slayer;Bossing;Raiding","3","Iowa","Full time","Software Development","Cat","vtubers","","","","5:01:00 (5:16:00 should be late)","hello_snoopy","","No","No","No","Yes","Yes","Yes","No","No","5'4""-5'7"" (162cm-170cm)","3"
"2025/04/20 7:47:19 PM EST","2022","Twitch recommendation","Often","Yes","1-2 days per week","5","No","No","Old School Runescape","Pet Hunting","Main channel videos","Scary Saturday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Retro games (PS1 Game Stream, Crazy Taxi, Twisted Metal)","Visage","Playing Dark Souls","Twitch sidebar","BetterTTV","Occasional chatter","Yes","No","5-6","3-4","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","Associates degree","Employed","American Football;Hockey","","Fighting Games;Indie;Roguelikes;MOBA;RuneScape;RPGs;Sports Video Games;Board Games","Working out;Listening to music;Gaming","Super Troopers","Yes","No","","","","1751-2000","Group Ironman","6+","Yes","No","Fishing","Agility","Bossing;Raiding;PvP","2","Colorado","Full time","Military & Defense","","","","","","5:00:01 (5:15:01 should be late)","VTheVictim","","No","No","No","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/20 7:47:20 PM EST","2022","Other creator mentioned him","Often","Yes","3-5 days per week","5","No","No","Old School Runescape","Leagues","Stream vods;Main channel videos","Scary Saturday","Christmas Late Night Special 2024","Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Minecraft (Speedruns, collaborations)","Gas station simulator","Every Lays flavor tier list","I show up at 5pm PST","BetterTTV;7TV","Occasional chatter","Yes","No","3-4","3-4","Desktop","OSRS (main game)","Yes","24-29","Ambidexterous","No","Male","Straight","In a relationship","United States","United States","Yes","Master's degree","Employed","American Football;Basketball;Baseball;Hockey;Soccer / Football;F1 / Motorsports","","","","n/a","Yes","Yes","","","","2101-2200","Main","4","Yes","No","Slayer","Runecraft","Skilling;Slayer;Bossing;Raiding;PvP;Pet hunting;Collection log hunting","3","Northern Mariana Islands","Full time","cum","Dog","Mr.Beast","Dark Souls","OmegaDance","Zaros","5:00:01 (5:15:01 should be late)","lusciousdev","","No","No","Yes","Yes","No","Yes","Yes","No","> 6'3 (> 190cm)","1"
"2025/04/20 7:47:29 PM EST","Before 2019","Twitch recommendation","Often","Yes","3-5 days per week","4","Yes","No","Old School Runescape","Pet Hunting","Main channel videos","Skree Sunday","Christmas Late Night Special 2024","Simulator (Schedule 1, TCG Card Shop Sim);Minecraft (Speedruns, collaborations);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","Minecraft with Squeex","Mario 64 16 Star","I show up at 5pm PST","7TV","Occasional chatter","Yes","No","3-4","6+","Desktop","OSRS (main game);OSRS (leagues)","Yes","30-35","Left","No","Male","Straight","Single","United States","United States","Yes","Bachelor's degree","Employed","American Football;Basketball;F1 / Motorsports","","FPS;Indie;Roguelikes;RuneScape;RPGs;Board Games","Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","Lord of the Rings","Yes","No","Prime","No","","1501-1750","Main","1","Yes","No","Slayer","Runecraft","Bossing;Raiding;Pet hunting","5","Tennessee","Full time","Software Development","","Mr Mammal","New Half Sword","itswillSneak","ACrowOutside","5:00:01 (5:15:01 should be late)","lusciousdev","","No","No","No","No","Yes","No","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:47:43 PM EST","2022","YouTube recommendation","Every video","Yes","3-5 days per week","5","Yes","No","Variety","Variety","Main channel videos","Variety Friday","April Fools [HARDCORE]","Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing)","Poop Killer Series","Playing every Garfield game","Twitch notification","BetterTTV;7TV","Lurker","Yes","No","5-6","3-4","Desktop","OSRS (main game);OSRS (leagues);RS3","Yes","24-29","Ambidexterous","Yes","Male","Bisexual","Single","United States","United States","Yes","Bachelor's degree","Employed","F1 / Motorsports","","FPS;Indie;Roguelikes;MOBA;RuneScape","Working out;Hiking;Running;Listening to music;Watching television;Watching movies;Gaming;Cooking;Drawing / Art","The Shining","Yes","No","Prime","No","","2201-2276","Main","1","Yes","No","Woodcutting","Slayer","Skilling;Raiding;Pet hunting","5","Pennsylvania[B]","Full time","Engineering","","Ludwig/ Squeex","","","","5:00:01 (5:15:01 should be late)","","","No","No","No","No","No","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:47:48 PM EST","2021","Collaboration with another creator","Often","Yes","1-2 days per week","4","No","Yes","Old School Runescape","Variety","Main channel videos","Variety Friday","$52 Streaming Setup","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Minecraft (Speedruns, collaborations)","","Undeniable Proof of Aliens Slideshow","Twitch sidebar","BetterTTV;7TV","Occasional chatter","Yes","Yes","1-2","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","In a relationship","New Zealand","Australia","Yes","Associates degree","Employed","","","FPS;RuneScape;RPGs","Listening to music;Gaming","Lord of the Rings","No","Yes","","","Never","1751-2000","Main","1","No","No","Slayer","Farming","Slayer;Bossing","3","","Full time","Construction","Dog;Cat","Whale","","","ACrowOutside","5:00:01 (5:15:01 should be late)","Teenagers","","No","No","Yes","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","2"
"2025/04/20 7:47:49 PM EST","2024","YouTube recommendation","Rarely / When I miss a stream","Yes","1-2 days per week","5","Yes","No","Variety","Variety","Stream vods","Variety Friday","Christmas Late Night Special 2024","Roguelike (Balatro, Nubby, Ballionaire);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Classics (Fallout, Dead Rising, Elder Scrolls)","The ones where you end up at a blackjack table ","Playing Dark Souls","I show up at 5pm PST","","Occasional chatter","Yes","Yes","3-4","3-4","TV","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","High school","Employed","American Football;Baseball;Hockey","Soccer / Football;Rowing ","Indie;Roguelikes;RPGs","Working out;Listening to music;Watching television;Watching movies;Sex","Donnie Darko","Yes","No","Tier 1","No","Never","< 750","Main","1","No","No","Agility","Construction","Skilling","4","Illinois","Full time","Manufacturing","","Nick Fuentes","MGS2","Griddy Goose","Luks327","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","No","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:47:59 PM EST","2021","YouTube recommendation","Every video","Yes","Every stream","5","Yes","No","Variety","Variety","Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Simulator (Schedule 1, TCG Card Shop Sim);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","Desert bus","Playing Dark Souls","Discord notification","7TV","Occasional chatter","Yes","Yes","3-4","1-2","Desktop","OSRS (main game)","Yes","30-35","Left","No","Female","Straight","In a relationship","United States","United States","Yes","Associates degree","Employed","","Disc golf","Indie;Roguelikes;RPGs;Board Games","Hiking;Gaming;Drawing / Art","2001 ","Yes","Yes","Prime","No","Infrequently","< 750","Main","1","No","No","Fishing","Agility","Skilling","3","Texas","Full time","Tattoo artist","Dog;Bird","","","","","5:01:00 (5:16:00 should be late)","TimeLion","","Yes","No","Yes","Yes","Yes","Yes","No","No","5'8""-5'11 (172cm-180cm)","2"
"2025/04/20 7:48:04 PM EST","2019","Other creator mentioned him","Every video","Yes","3-5 days per week","5","Yes","No","Old School Runescape","Leagues","","Scary Saturday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","","Playing every Garfield game","Twitch sidebar","BetterTTV;7TV;FrankerFaceZ","Occasional chatter","Yes","No","3-4","6+","Desktop","OSRS (main game);OSRS (leagues);OSRS Private Servers","Yes","30-35","Right","Unsure","Male","Straight","Single","United States","United States","Yes","Bachelor's degree","Employed","Hockey","","Indie;Roguelikes;MOBA;RuneScape;Other MMOs;RPGs;Board Games","Working out;Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","Who Killed Captain Alex?","Yes","No","Tier 1","No","","2277","Main","3","Yes","No","Defence","Cooking","Skilling;Slayer;Bossing;Raiding;Pet hunting;Collection log hunting","3","New Hampshire","Full time","Software Development","","Mr mammal, faux, moonmoon , allinity","osrs, rs3, ","itswill7","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","Yes","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:48:25 PM EST","2024","Other creator mentioned him","Often","Yes","Less than once per week","5","No","No","Old School Runescape","Variety","Stream vods;Main channel videos","Royal Titan Tuesday","April Fools [HARDCORE]","Horror (Poop Killer, itch.io horror)","Poop killer","Playing every Garfield game","Discord notification","BetterTTV;7TV","Occasional chatter","Yes","Yes","1-2","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Left","Yes","Male","Bisexual","Single","Norway","Norway","Yes","Bachelor's degree","Employed","","","Fighting Games;RuneScape;RPGs","Watching television;Watching movies;Gaming;Playing an instrument","Nosferatu","Yes","Yes","","","Never","1751-2000","Main","1","Yes","No","Strength","Runecraft","Skilling;Bossing;Raiding","1","","Part time","IT","Cat","Squeex","Squeex","ItsWillHammer","","5:00:01 (5:15:01 should be late)","","","No","Yes","Yes","Yes","Yes","Yes","Yes","No","5'8""-5'11 (172cm-180cm)","3"
"2025/04/20 7:48:29 PM EST","2019","YouTube recommendation","Every video","Yes","1-2 days per week","4","Yes","No","Old School Runescape","Variety","Main channel videos","Royal Titan Tuesday","Christmas Late Night Special 2024","Classics (Fallout, Dead Rising, Elder Scrolls);Minecraft (Speedruns, collaborations);Pokemon (Romhacks, nuzlockes)","New vegas","Learn to Juggle","Twitch notification","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","No","1-2","1-2","Desktop","OSRS (main game)","Yes","30-35","Left","No","Male","Asexual","Single","United Kingdom","United Kingdom","No","High school","Employed","Basketball;Soccer / Football;F1 / Motorsports","","FPS;Indie;Roguelikes;MOBA;RuneScape;RPGs","Reading;Listening to music;Watching television;Watching movies;Gaming;Cooking","Pulp Fiction","Yes","No","Prime","No","","2101-2200","Main","1","Yes","Yes","Slayer","Fishing","Slayer;Bossing;Raiding","3","","Full time","Retail","","God","OSRS","Itswill7","BigBlart","5:01:00 (5:16:00 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/20 7:48:43 PM EST","2023","Twitch recommendation","Often","Yes","Every stream","5","No","No","Old School Runescape","Variety","Stream vods;Main channel videos","Scary Saturday","Christmas Cooking Stream 2023","Horror (Poop Killer, itch.io horror);Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Pokemon (Romhacks, nuzlockes)","Desert Bus","Playing Dark Souls","I show up at 5pm PST","7TV","Occasional chatter","Yes","No","10+","6+","Desktop","OSRS (main game);OSRS (leagues);OSRS Private Servers","Yes","30-35","Right","Yes","Female","Lesbian","It's Complicated","Brazil","Brazil","No","Bachelor's degree","NEET","","","Indie;Roguelikes;MOBA;RuneScape;Other MMOs;RPGs","Watching movies;Gaming;Cooking","Blade Runner","No","Yes","","","","2277","Main","2","Yes","No","Agility","Farming","Skilling;Bossing;Pet hunting;Collection log hunting","4","","","","Cat","","","CokeShakey","","5:00:01 (5:15:01 should be late)","Amehzyn","","No","No","No","Yes","Yes","Yes","No","Yes","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:48:46 PM EST","Before 2019","Collaboration with another creator","Every video","Yes","1-2 days per week","5","No","No","Variety","Variety","Stream vods;Main channel videos","Scary Saturday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing);Themed variety days (All pizza games, 0 player games)","Horror/golf games","Undeniable Proof of Aliens Slideshow","Twitch notification","BetterTTV;7TV","Lurker","Yes","No","<1","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","In a relationship","Australia","Australia","Yes","Bachelor's degree","Employed","Basketball;Volleyball, Golf","Golf","FPS;Indie;Roguelikes;MOBA;RuneScape;RPGs","Gaming;Cooking;Golf","Interstellar","No","Yes","","","","2001-2100","Ironman","3","Yes","Yes","Fishing","Agility","Bossing;Raiding;PvP","3","","Full time","Education","Dog","","","","","5:01:00 (5:16:00 should be late)","","","No","No","No","Yes","No","Yes","No","No","> 6'3 (> 190cm)","3"
"2025/04/20 7:48:48 PM EST","2024","Twitch recommendation","Rarely / When I miss a stream","No","3-5 days per week","5","Yes","No","Variety","Variety","Stream vods","Variety Friday","Christmas Late Night Special 2024","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim);Streamer torture (Unaccessible, Only Up, A Difficult Games About Climbing)","The Thing","Mariachi Band","I show up at 5pm PST","","Occasional chatter","Yes","No","3-4","3-4","Laptop","","No","24-29","Right","No","Male","Straight","Single","United States","United States","Yes","Master's degree","Employed","American Football;Hockey;Soccer / Football","Soccer / Football","FPS;RPGs","Working out;Hiking;Listening to music;Watching television;Watching movies","Pulp Fiction","No","No","Tier 1","No","","","","","","","","","","","Colorado","Full time","Finance","","","","","","5:00:01 (5:15:01 should be late)","","","No","No","No","Yes","No","Yes","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:48:48 PM EST","2024","YouTube recommendation","Every video","Yes","3-5 days per week","4","Yes","No","Old School Runescape","Pet Hunting","Stream vods;Main channel videos","Royal Titan Tuesday","Ratchelor Valentines Day Special","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy)","","Playing Dark Souls","I show up at 5pm PST","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","No","1-2","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Master's degree","Employed","","","Roguelikes;RuneScape;RPGs","Gaming","the rat saga","Yes","Yes","Prime","No","","2101-2200","Main","1","Yes","No","Slayer","Herblore","Slayer;Bossing;Raiding;Pet hunting;Collection log hunting","3","Oklahoma","Full time","Engineering","Dog","","","Bippin","acrowoutside","5:01:00 (5:16:00 should be late)","None of the above, all mods are bastards","","No","No","No","Yes","Yes","No","No","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/20 7:48:53 PM EST","2023","Twitch recommendation","Never","No","3-5 days per week","5","No","No","Old School Runescape","Variety","Main channel videos","Scary Saturday","Christmas Cooking Stream 2023","Horror (Poop Killer, itch.io horror);Simulator (Schedule 1, TCG Card Shop Sim)","idk man they're all so good","Undeniable Proof of Aliens Slideshow","Twitch sidebar","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","No","10+","5-6","Desktop","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","Yes","Male","Bisexual","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","E-sports","","FPS;Indie;MOBA;RuneScape;Other MMOs;RPGs","Listening to music;Gaming;Drawing / Art;Ski","None","No","Yes","","","","2277","Main","2","Yes","No","Thieving","Slayer","Skilling;Bossing;Raiding","4","Wisconsin","Full time","Finance","Cat","Moonmoon","","","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","more little red guys lifting","No","No","Yes","Yes","Yes","Yes","No","No","5'4""-5'7"" (162cm-170cm)","1"
"2025/04/20 7:48:56 PM EST","2022","Twitch recommendation","Never","Yes","3-5 days per week","5","No","No","Old School Runescape","Variety","Main channel videos","Scary Saturday","April Fools [HARDCORE]","Classics (Fallout, Dead Rising, Elder Scrolls);Hitman;Chat involvement games (Crab Game, Halo game night, Dale & Dawson's)","idk","Undeniable Proof of Aliens Slideshow","Twitch sidebar","BetterTTV;7TV;FrankerFaceZ","Lurker","Yes","Yes","3-4","1-2","Desktop","OSRS (main game)","Yes","24-29","Right","Yes","Male","Gay","In a relationship","United States","United States","Yes","Bachelor's degree","Employed","Soccer / Football","","FPS;Roguelikes;RuneScape;Other MMOs","Hiking;Reading;Listening to music;Watching television;Watching movies;Gaming","Tree of Life","Yes","Yes","","","Never","1751-2000","Main","1","Yes","No","Prayer","Hunter","Skilling;Slayer;Bossing;Raiding;PvP","3","Kentucky","Full time","Automotive","Dog;Cat;Fish","","","","","5:00:01 (5:15:01 should be late)","","","No","No","No","Yes","No","Yes","Yes","No","5'4""-5'7"" (162cm-170cm)","1"
"2025/04/20 7:49:00 PM EST","2022","Other creator mentioned him","Often","Yes","3-5 days per week","5","Yes","No","Variety","Variety","Stream vods;Main channel videos","Variety Friday","Ratchelor Valentines Day Special","Simulator (Schedule 1, TCG Card Shop Sim);Roguelike (Balatro, Nubby, Ballionaire)","","Mariachi Band","I show up at 5pm PST","BetterTTV;7TV","Occasional chatter","Yes","No","3-4","1-2","Desktop","OSRS (main game);OSRS (leagues)","Yes","30-35","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Associates degree","Employed","American Football;Baseball","","Roguelikes;RuneScape","Gaming","Minecraft","Yes","Yes","Prime","No","","2277","Ironman","2","Yes","No","Slayer","Smithing","Skilling;Slayer;Bossing;Raiding","5","Hawaii","Full time","Military & Defense","Dog","","","","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","","No","No","Yes","Yes","Yes","No","No","No","5'8""-5'11 (172cm-180cm)","1"
"2025/04/20 7:49:02 PM EST","2019","Twitch recommendation","Rarely / When I miss a stream","Yes","3-5 days per week","4","No","No","Variety","Variety","Main channel videos","Variety Friday","April Fools [HARDCORE]","Indie hits (Webfishing, Dungeons of Blood and Dream, My Summer Car);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy);Classics (Fallout, Dead Rising, Elder Scrolls)","Cruelty Squad","Playing Dark Souls","Twitch sidebar","BetterTTV;FrankerFaceZ","Occasional chatter","Yes","Yes","5-6","6+","Desktop","","No","30-35","Right","No","Non-binary","Pansexual","In a relationship","Hong Kong","New Zealand","Yes","Bachelor's degree","Employed","American Football;Basketball;Baseball;Hockey;Soccer / Football","American Football","FPS;Roguelikes;Other MMOs","Working out;Hiking;Reading;Listening to music;Watching movies;Gaming;Cooking;Drawing / Art;Photography;Writing;Playing an instrument","A Brighter Summer Day","Yes","Yes","","","Infrequently","","","","","","","","","","","Full time","Engineering","Dog","Emilycupholda","Deus Ex 2000","Cum7","Snoopy","5:01:00 (5:16:00 should be late)","hello_snoopy","","No","No","No","No","No","Yes","Yes","No","6'-6'3"" (183cm-190cm)","1"
"2025/04/20 7:49:03 PM EST","2023","Other creator mentioned him","Often","Yes","3-5 days per week","5","Yes","No","Variety","Variety","Stream vods;Main channel videos","Scary Saturday","$52 Streaming Setup","Horror (Poop Killer, itch.io horror);Roguelike (Balatro, Nubby, Ballionaire);Soulslikes (Elden Ring, maybe Dark Souls eventually copeggy)","Rat Shaker","Playing Dark Souls","I show up at 5pm PST","BetterTTV;7TV","Occasional chatter","Yes","Yes","3-4","3-4","Desktop","OSRS (main game)","Yes","24-29","Right","No","Male","Straight","In a relationship","United States","United States","Yes","Associates degree","Employed","American Football;Basketball;Hockey","","FPS;Indie;Roguelikes;RuneScape","Working out;Listening to music;Watching movies;Gaming","Uncut Gems","Yes","Yes","Prime","No","Infrequently","2201-2276","Ultimate Ironman","2","Yes","No","Woodcutting","Prayer","Slayer;Bossing;Pet hunting;Collection log hunting","2","Minnesota","Full time","Restaurants","Cat","Ninja","Dark Souls, Dark Souls 2, Dark Souls 2 Scholar, Dark Souls 3","itswill7","","5:00:01 (5:15:01 should be late)","None of the above, all mods are bastards","More scary pictures of will","Yes","No","No","Yes","Yes","Yes","No","No","6'-6'3"" (183cm-190cm)","2"
